Fecha Emision;Cantidad;Descripcion;Articulo Proveedor
18-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-abr-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
30-abr-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-may-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-may-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-may-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-jun-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
13-jun-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-jun-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-ago-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
14-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
25-ago-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
27-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
28-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
29-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
08-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-sept-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
10-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
15-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-sept-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
17-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-sept-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-sept-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-sept-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
02-oct-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
02-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-oct-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
13-oct-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
14-oct-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-oct-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
27-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
03-nov-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
05-nov-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-nov-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-nov-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-nov-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-nov-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
01-dic-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
03-dic-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
17-dic-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-dic-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-ene-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-feb-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-feb-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-feb-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
07-mar-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-mar-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
31-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
08-abr-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-abr-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-abr-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-may-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-may-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
03-jun-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
05-jun-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-jun-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
01-jul-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
07-jul-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-jul-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-ene-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-ene-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-feb-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-feb-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
18-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-abr-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
30-abr-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-may-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-may-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-may-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-jun-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
13-jun-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-jun-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-ago-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
14-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
25-ago-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
27-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
28-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
29-ago-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
08-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-sept-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
10-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
15-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-sept-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
17-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-sept-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-sept-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-sept-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-sept-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
02-oct-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
02-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-oct-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
13-oct-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
14-oct-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-oct-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
27-oct-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
03-nov-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
05-nov-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-nov-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-nov-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-nov-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-nov-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
01-dic-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
03-dic-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
17-dic-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-dic-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-ene-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-feb-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-feb-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-feb-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
07-mar-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-mar-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
31-mar-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
08-abr-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-abr-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-abr-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-may-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-may-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
03-jun-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
05-jun-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-jun-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
01-jul-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
07-jul-25;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-jul-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
05-ene-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
07-ene-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-ene-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-ene-26;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
15-ene-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
20-ene-26;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
30-ene-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
30-ene-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-feb-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-feb-26;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-feb-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
13-feb-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
18-feb-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
20-feb-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
25-feb-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-mar-26;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-mar-26;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
23-mar-26;5;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-mar-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
27-mar-26;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-abr-26;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-ene-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-ene-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
19-feb-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-feb-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-mar-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-mar-24;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-abr-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
24-may-24;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
13-jun-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
14-jun-24;10;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
19-jun-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
24-jun-24;11;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
09-ago-24;12;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-nov-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
12-ene-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-mar-24;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
07-oct-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
14-oct-24;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
15-oct-24;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
18-oct-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
24-oct-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
25-oct-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
30-oct-24;4;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
05-nov-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
21-nov-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
11-dic-24;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
21-ene-25;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-abr-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
30-abr-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
09-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
12-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
13-jun-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-jun-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-ago-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
14-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
22-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
25-ago-25;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
27-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
29-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
02-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
08-sept-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
09-sept-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
11-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
15-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
16-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
17-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
22-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-sept-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
02-oct-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-oct-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
13-oct-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
14-oct-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-oct-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-nov-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
05-nov-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-nov-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
19-nov-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-nov-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-nov-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
28-nov-25;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
17-dic-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-dic-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
21-ene-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
30-ene-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-feb-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-feb-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-mar-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
07-mar-25;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
19-mar-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-mar-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
31-mar-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
08-abr-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
11-abr-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
19-may-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
03-jun-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
05-jun-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
26-jun-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
07-jul-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
21-ene-25;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-abr-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
30-abr-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
09-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
12-may-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
13-jun-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
23-jun-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-ago-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
06-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
14-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
22-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
25-ago-25;3;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
27-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
29-ago-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
02-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
04-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
08-sept-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
09-sept-25;2;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
11-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
15-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
16-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
17-sept-25;1;TINTA EP F6470 T53K320 MAGENTA ULTRACHROME 2 X 1,6;T53K320
